vendorArticleNumber,vendorArticleName,material,productDetails,productType,amazonUrl,myntraUrl,nykaaUrl,wixUrl,imageUrl,price,category,category_url,json_ld
MN0026,"Vanchai Ajrak Hand Block Cushion Cover (1, Indigo Blue, 18""x18"")",,"Eco Friendly | Sustainable | Handcrafted | Made in India Block Print – Ajrak Base fabric (front and back) – Cotton. Embellishment – Kantha Hand Embroidery and metal sequins Ajrak is a block-printed textile that is resist-dyed using natural dyes. including indigo and madder. It is made by the Khatris community in Kutch, Gujarat and is distinguished by its colour- blue with red - and its complex geometric & floral patterns. Its name is derived from 'azarak', 'blue' in Arabic & Persian. Uplift the spirit of your cosy space with vibrant handcrafted cushion covers. Make a mix & match of diverse colours & crafts or add a punch of colour to your subdued furnishing. Adorned with subtle details of metal sequins & handcrafted done Kantha embroidery, our assorted range of cushion covers will add a bling to your home decor. A home with an ethnic dimension is a close call between classy and a traditional makeover. This is a handwoven fabric that is made on handlooms. It is Organic cotton also known as Kala Cotton. Be assured, that each product featured in this set has been independently selected and reviewed by our team. Since these products are handmade, they may have slight irregularities. Shall not be considered a defect. | Color: Indigo | **Eco-Friendly | Sustainable | Handcrafted | Made in India**

Introducing our Ajrak block print cushion covers, crafted from cotton fabric featuring a beautiful Ajrak design on both the front and back. Each cover is adorned with exquisite Kantha hand embroidery and delicate metal sequins.,Ajrak is a traditional block-printed textile that is resist-dyed using natural dyes, including indigo and madder. Made by the Khatris community in Kutch, Gujarat, it is renowned for its vibrant blue and red colors, as well as its intricate geometric and floral patterns. The name 'Ajrak' is derived from 'azarak,' which means 'blue' in Arabic and Persian.,Elevate your cozy space with our vibrant handcrafted cushion covers. You can mix and match different colors and crafts or add a splash of vibrancy to your more subdued furnishings. The subtle details of metal sequins and the artistry of Kantha embroidery will bring a unique touch to your home decor.,A home that embraces ethnic elements strikes a beautiful balance between classy and traditional aesthetics. Our cushion covers are made from handwoven organic cotton, also known as Kala Cotton.,Ajrak is a traditional block-printed textile that is resist-dyed using natural dyes, including indigo and madder. Made by the Khatris community in Kutch, Gujarat, it is renowned for its vibrant blue and red colors, as well as its intricate geometric and floral patterns. The name 'Ajrak' is derived from 'azarak,' which means 'blue' in Arabic and Persian. Elevate your cozy space with our vibrant handcrafted cushion covers. You can mix and match different colors and crafts or add a splash of vibrancy to your more subdued furnishings. The subtle details of metal sequins and the artistry of Kantha embroidery will bring a unique touch to your home decor. A home that embraces ethnic elements strikes a beautiful balance between classy and traditional aesthetics. Our cushion covers are made from handwoven organic cotton, also known as Kala Cotton. Please note that each product in this collection has been independently selected and reviewed by our team. Since these items are handmade, they may exhibit slight irregularities, which should not be considered defects.",,,,,https://www.vanchai.in/product-page/ajrak-handcrafted-organic-cotton-cushion-cover-12-x-20,,1699.0,DECORATIVE_PILLOW_COVER,,
MN0027,"Vanchai Ajrak Hand Block Cushion Cover (1, Indigo Green, 14""x35"")",,"Eco Friendly | Sustainable | Handcrafted | Made in India Block Print – Ajrak Base fabric (front and back) – Cotton. Embellishment – Kantha Hand Embroidery and metal sequins Ajrak is a block-printed textile that is resist-dyed using natural dyes. including indigo and madder. It is made by the Khatris community in Kutch, Gujarat and is distinguished by its colour- blue with red - and its complex geometric & floral patterns. Its name is derived from 'azarak', 'blue' in Arabic & Persian. Uplift the spirit of your cosy space with vibrant handcrafted cushion covers. Make a mix & match of diverse colours & crafts or add a punch of colour to your subdued furnishing. Adorned with subtle details of metal sequins & handcrafted done Kantha embroidery, our assorted range of cushion covers will add a bling to your home decor. A home with an ethnic dimension is a close call between classy and a traditional makeover. This is a handwoven fabric that is made on handlooms. It is Organic cotton also known as Kala Cotton. Be assured, that each product featured in this set has been independently selected and reviewed by our team. Since these products are handmade, they may have slight irregularities. Shall not be considered a defect. | Color: Indigo Green | **Eco-Friendly | Sustainable | Handcrafted | Made in India**

Introducing our Ajrak block print cushion covers, crafted from cotton fabric featuring a beautiful Ajrak design on both the front and back. Each cover is adorned with exquisite Kantha hand embroidery and delicate metal sequins.,Ajrak is a traditional block-printed textile that is resist-dyed using natural dyes, including indigo and madder. Made by the Khatris community in Kutch, Gujarat, it is renowned for its vibrant blue and red colors, as well as its intricate geometric and floral patterns. The name 'Ajrak' is derived from 'azarak,' which means 'blue' in Arabic and Persian.,Elevate your cozy space with our vibrant handcrafted cushion covers. You can mix and match different colors and crafts or add a splash of vibrancy to your more subdued furnishings. The subtle details of metal sequins and the artistry of Kantha embroidery will bring a unique touch to your home decor.,A home that embraces ethnic elements strikes a beautiful balance between classy and traditional aesthetics. Our cushion covers are made from handwoven organic cotton, also known as Kala Cotton.,Ajrak is a traditional block-printed textile that is resist-dyed using natural dyes, including indigo and madder. Made by the Khatris community in Kutch, Gujarat, it is renowned for its vibrant blue and red colors, as well as its intricate geometric and floral patterns. The name 'Ajrak' is derived from 'azarak,' which means 'blue' in Arabic and Persian. Elevate your cozy space with our vibrant handcrafted cushion covers. You can mix and match different colors and crafts or add a splash of vibrancy to your more subdued furnishings. The subtle details of metal sequins and the artistry of Kantha embroidery will bring a unique touch to your home decor. A home that embraces ethnic elements strikes a beautiful balance between classy and traditional aesthetics. Our cushion covers are made from handwoven organic cotton, also known as Kala Cotton. Please note that each product in this collection has been independently selected and reviewed by our team. Since these items are handmade, they may exhibit slight irregularities, which should not be considered defects.",,,,,https://www.vanchai.in/product-page/ajrak-handcrafted-organic-cotton-cushion-cover-35-x-90,,2599.0,DECORATIVE_PILLOW_COVER,,
MN0027,"Vanchai Ajrak Hand Block Cushion Cover (1, Rust Red, 14""x35"")",,"Eco Friendly | Sustainable | Handcrafted | Made in India Block Print – Ajrak Base fabric (front and back) – Cotton. Embellishment – Kantha Hand Embroidery and metal sequins Ajrak is a block-printed textile that is resist-dyed using natural dyes. including indigo and madder. It is made by the Khatris community in Kutch, Gujarat and is distinguished by its colour- blue with red - and its complex geometric & floral patterns. Its name is derived from 'azarak', 'blue' in Arabic & Persian. Uplift the spirit of your cosy space with vibrant handcrafted cushion covers. Make a mix & match of diverse colours & crafts or add a punch of colour to your subdued furnishing. Adorned with subtle details of metal sequins & handcrafted done Kantha embroidery, our assorted range of cushion covers will add a bling to your home decor. A home with an ethnic dimension is a close call between classy and a traditional makeover. This is a handwoven fabric that is made on handlooms. It is Organic cotton also known as Kala Cotton. Be assured, that each product featured in this set has been independently selected and reviewed by our team. Since these products are handmade, they may have slight irregularities. Shall not be considered a defect. | Color: Red | **Eco-Friendly | Sustainable | Handcrafted | Made in India**

Introducing our Ajrak block print cushion covers, crafted from cotton fabric featuring a beautiful Ajrak design on both the front and back. Each cover is adorned with exquisite Kantha hand embroidery and delicate metal sequins.,,,,",,,,,https://www.vanchai.in/product-page/ajrak-handcrafted-organic-cotton-cushion-cover-35-x-90,,1899.0,DECORATIVE_PILLOW_COVER,,
MN0027,"Vanchai Ajrak Hand Block Cushion Cover (1, Indigo Blue, 14""x35"")",,"Eco Friendly | Sustainable | Handcrafted | Made in India Block Print – Ajrak Base fabric (front and back) – Cotton. Embellishment – Kantha Hand Embroidery and metal sequins Ajrak is a block-printed textile that is resist-dyed using natural dyes. including indigo and madder. It is made by the Khatris community in Kutch, Gujarat and is distinguished by its colour- blue with red - and its complex geometric & floral patterns. Its name is derived from 'azarak', 'blue' in Arabic & Persian. Uplift the spirit of your cosy space with vibrant handcrafted cushion covers. Make a mix & match of diverse colours & crafts or add a punch of colour to your subdued furnishing. Adorned with subtle details of metal sequins & handcrafted done Kantha embroidery, our assorted range of cushion covers will add a bling to your home decor. A home with an ethnic dimension is a close call between classy and a traditional makeover. This is a handwoven fabric that is made on handlooms. It is Organic cotton also known as Kala Cotton. Be assured, that each product featured in this set has been independently selected and reviewed by our team. Since these products are handmade, they may have slight irregularities. Shall not be considered a defect. | Color: Indigo Blue | **Eco-Friendly | Sustainable | Handcrafted | Made in India**

Introducing our Ajrak block print cushion covers, crafted from cotton fabric featuring a beautiful Ajrak design on both the front and back. Each cover is adorned with exquisite Kantha hand embroidery and delicate metal sequins.,,,,",,,,,https://www.vanchai.in/product-page/ajrak-handcrafted-organic-cotton-cushion-cover-35-x-90,,2599.0,DECORATIVE_PILLOW_COVER,,
MN0028,"Vanchai Ajrak Hand Block Cushion Cover (1, Brick Peach, 16""x16"")",,"Eco Friendly | Sustainable | Handcrafted | Made in India Block Print – Ajrak Base fabric (front and back) – Cotton. Embellishment – Kantha Hand Embroidery and metal sequins Ajrak is a block-printed textile that is resist-dyed using natural dyes. including indigo and madder. It is made by the Khatris community in Kutch, Gujarat and is distinguished by its colour- blue with red - and its complex geometric & floral patterns. Its name is derived from 'azarak', 'blue' in Arabic & Persian. Uplift the spirit of your cosy space with vibrant handcrafted cushion covers. Make a mix & match of diverse colours & crafts or add a punch of colour to your subdued furnishing. Adorned with subtle details of metal sequins & handcrafted done Kantha embroidery, our assorted range of cushion covers will add a bling to your home decor. A home with an ethnic dimension is a close call between classy and a traditional makeover. This is a handwoven fabric that is made on handlooms. It is Organic cotton also known as Kala Cotton. Be assured, that each product featured in this set has been independently selected and reviewed by our team. Since these products are handmade, they may have slight irregularities. Shall not be considered a defect. | Color: Brick Peach | **Eco-Friendly | Sustainable | Handcrafted | Made in India**

Introducing our Ajrak block print cushion covers, crafted from cotton fabric featuring a beautiful Ajrak design on both the front and back. Each cover is adorned with exquisite Kantha hand embroidery and delicate metal sequins.,Ajrak is a traditional block-printed textile that is resist-dyed using natural dyes, including indigo and madder. Made by the Khatris community in Kutch, Gujarat, it is renowned for its vibrant blue and red colors, as well as its intricate geometric and floral patterns. The name 'Ajrak' is derived from 'azarak,' which means 'blue' in Arabic and Persian.,Elevate your cozy space with our vibrant handcrafted cushion covers. You can mix and match different colors and crafts or add a splash of vibrancy to your more subdued furnishings. The subtle details of metal sequins and the artistry of Kantha embroidery will bring a unique touch to your home decor.,A home that embraces ethnic elements strikes a beautiful balance between classy and traditional aesthetics. Our cushion covers are made from handwoven organic cotton, also known as Kala Cotton.,Ajrak is a traditional block-printed textile that is resist-dyed using natural dyes, including indigo and madder. Made by the Khatris community in Kutch, Gujarat, it is renowned for its vibrant blue and red colors, as well as its intricate geometric and floral patterns. The name 'Ajrak' is derived from 'azarak,' which means 'blue' in Arabic and Persian. Elevate your cozy space with our vibrant handcrafted cushion covers. You can mix and match different colors and crafts or add a splash of vibrancy to your more subdued furnishings. The subtle details of metal sequins and the artistry of Kantha embroidery will bring a unique touch to your home decor. A home that embraces ethnic elements strikes a beautiful balance between classy and traditional aesthetics. Our cushion covers are made from handwoven organic cotton, also known as Kala Cotton. Please note that each product in this collection has been independently selected and reviewed by our team. Since these items are handmade, they may exhibit slight irregularities, which should not be considered defects.",,,,,https://www.vanchai.in/product-page/ajrak-handcrafted-organic-cotton-cushion-cover-18-x-18,,2599.0,DECORATIVE_PILLOW_COVER,,
MN0031,"Stripped Design Black and Off-White Organic Cotton Square Cushion Cover (Organic Cotton (18""x18""), 1)",,"Discover the Charm of Handmade Materials: Handspun Cotton

Elevate your living space with our beautifully designed striped cushion cover, which seamlessly blends rustic charm with modern elegance. Crafted from premium, pre-washed, and softened cotton, our pillowcases are not only perfect for your bedroom but also make stunning decorative accents for your living room. Each piece is lovingly handmade in India by skilled artisans who pour their heart and soul into every stitch.

1. Artisan-Made: Each cushion cover is handspun and handwoven by talented Indian artisans.
2. Perfect Size: We have different cushion cover, offering versatility for a variety of settings.
3. Quality Fabric: Made from luxurious cotton for durability and comfort.
4. Convenient Design: Features an envelope-style closure for easy access and a polished look.
5. Easy Care: Simply hand or machine wash in cold water at temperatures below 30°C to keep it looking fresh and vibrant.
6. Unique Patterns: The position of the stripes may vary depending on the size, adding a unique touch to each cover.
Care Instructions: For the best results, machine wash in cold water (<30°C) and avoid bleach.

Transform your space with our exquisite handmade cushion cover, where quality meets artistry, and make a statement in your home today! | Color: Beige | Eco Friendly | Sustainable | Handcrafted | Made in India,Colour Base – Off white,Extra weft – Black and Off- white,Base fabric (front and back) – Organic Cotton.,Colour Base – Off white Extra weft – Black and Off- white Base fabric (front and back) – Organic Cotton. Handwoven Organic Cotton cover with cotton laces on edges and beautiful tassels for the embellishments.
This is a handwoven fabric that is made on handlooms. It is Organic cotton also known as Kala Cotton.",,,,,https://www.vanchai.in/product-page/stripped-organic-cotton-cushion-cover-20-x-20,,1999.0,DECORATIVE_PILLOW_COVER,,
MN0032,"Stripped Design Black and Off-White Organic Cotton Square Cushion Cover (Organic Cotton (14""x24""), 1)",,"Discover the Charm of Handmade Materials: Handspun Cotton

Elevate your living space with our beautifully designed striped cushion cover, which seamlessly blends rustic charm with modern elegance. Crafted from premium, pre-washed, and softened cotton, our pillowcases are not only perfect for your bedroom but also make stunning decorative accents for your living room. Each piece is lovingly handmade in India by skilled artisans who pour their heart and soul into every stitch.

1. Artisan-Made: Each cushion cover is handspun and handwoven by talented Indian artisans.
2. Perfect Size: We have different cushion cover, offering versatility for a variety of settings.
3. Quality Fabric: Made from luxurious cotton for durability and comfort.
4. Convenient Design: Features an envelope-style closure for easy access and a polished look.
5. Easy Care: Simply hand or machine wash in cold water at temperatures below 30°C to keep it looking fresh and vibrant.
6. Unique Patterns: The position of the stripes may vary depending on the size, adding a unique touch to each cover.
Care Instructions: For the best results, machine wash in cold water (<30°C) and avoid bleach.

Transform your space with our exquisite handmade cushion cover, where quality meets artistry, and make a statement in your home today! | Color: Beige | Eco Friendly | Sustainable | Handcrafted | Made in India,Colour Base – Off white,Extra weft – Black and Off- white,Base fabric (front and back) – Organic Cotton.,Colour Base – Off white Extra weft – Black and Off- white Base fabric (front and back) – Organic Cotton. Handwoven Organic Cotton cover with cotton laces on edges and beautiful tassels for the embellishments.
This is a handwoven fabric that is made on handlooms. It is Organic cotton also known as Kala Cotton.",,,,,https://www.vanchai.in/product-page/stripped-organic-cotton-cushion-cover-14-x-24,,1999.0,DECORATIVE_PILLOW_COVER,,
MN0033,"Stripped Design Black and Off-White Organic Cotton Square Cushion Cover (Organic Cotton Fringes (12""x20""), 1)",,"Discover the Charm of Handmade Materials: Handspun Cotton

Elevate your living space with our beautifully designed striped cushion cover, which seamlessly blends rustic charm with modern elegance. Crafted from premium, pre-washed, and softened cotton, our pillowcases are not only perfect for your bedroom but also make stunning decorative accents for your living room. Each piece is lovingly handmade in India by skilled artisans who pour their heart and soul into every stitch.

1. Artisan-Made: Each cushion cover is handspun and handwoven by talented Indian artisans.
2. Perfect Size: We have different cushion cover, offering versatility for a variety of settings.
3. Quality Fabric: Made from luxurious cotton for durability and comfort.
4. Convenient Design: Features an envelope-style closure for easy access and a polished look.
5. Easy Care: Simply hand or machine wash in cold water at temperatures below 30°C to keep it looking fresh and vibrant.
6. Unique Patterns: The position of the stripes may vary depending on the size, adding a unique touch to each cover.
Care Instructions: For the best results, machine wash in cold water (<30°C) and avoid bleach.

Transform your space with our exquisite handmade cushion cover, where quality meets artistry, and make a statement in your home today! | Color: Beige | Eco Friendly | Sustainable | Handcrafted | Made in India,Colour Base – Off white,Extra weft – Black and Off- white,Base fabric (front and back) – Organic Cotton.,Colour Base – Off white Extra weft – Black and Off- white Base fabric (front and back) – Organic Cotton. Handwoven Organic Cotton cover with cotton laces on edges and beautiful tassels for the embellishments.
This is a handwoven fabric that is made on handlooms. It is Organic cotton also known as Kala Cotton.",,,,,https://www.vanchai.in/product-page/stripped-organic-cotton-cushion-cover-with-fringes-14-x-24,,1999.0,DECORATIVE_PILLOW_COVER,,
MN0034,"Stripped Design Black and Off-White Organic Cotton Square Cushion Cover (Organic Cotton Fringes (18""x18""), 1)",,"Discover the Charm of Handmade Materials: Handspun Cotton

Elevate your living space with our beautifully designed striped cushion cover, which seamlessly blends rustic charm with modern elegance. Crafted from premium, pre-washed, and softened cotton, our pillowcases are not only perfect for your bedroom but also make stunning decorative accents for your living room. Each piece is lovingly handmade in India by skilled artisans who pour their heart and soul into every stitch.

1. Artisan-Made: Each cushion cover is handspun and handwoven by talented Indian artisans.
2. Perfect Size: We have different cushion cover, offering versatility for a variety of settings.
3. Quality Fabric: Made from luxurious cotton for durability and comfort.
4. Convenient Design: Features an envelope-style closure for easy access and a polished look.
5. Easy Care: Simply hand or machine wash in cold water at temperatures below 30°C to keep it looking fresh and vibrant.
6. Unique Patterns: The position of the stripes may vary depending on the size, adding a unique touch to each cover.
Care Instructions: For the best results, machine wash in cold water (<30°C) and avoid bleach.

Transform your space with our exquisite handmade cushion cover, where quality meets artistry, and make a statement in your home today! | Color: Beige | Eco Friendly | Sustainable | Handcrafted | Made in India,Colour Base – Off white,Extra weft – Black and Off- white,Base fabric (front and back) – Organic Cotton.,Colour Base – Off white Extra weft – Black and Off- white Base fabric (front and back) – Organic Cotton. Handwoven Organic Cotton cover with cotton laces on edges and beautiful tassels for the embellishments.
This is a handwoven fabric that is made on handlooms. It is Organic cotton also known as Kala Cotton.",,,,,https://www.vanchai.in/product-page/stripped-organic-cotton-cushion-cover-with-fringes-20-x-20,,1999.0,DECORATIVE_PILLOW_COVER,,
MN0035,"Stripped Design Black and Off-White Organic Cotton Square Cushion Cover (Organic Cotton (12"" x 18""), 1)",,"Discover the Charm of Handmade Materials: Handspun Cotton

Elevate your living space with our beautifully designed striped cushion cover, which seamlessly blends rustic charm with modern elegance. Crafted from premium, pre-washed, and softened cotton, our pillowcases are not only perfect for your bedroom but also make stunning decorative accents for your living room. Each piece is lovingly handmade in India by skilled artisans who pour their heart and soul into every stitch.

1. Artisan-Made: Each cushion cover is handspun and handwoven by talented Indian artisans.
2. Perfect Size: We have different cushion cover, offering versatility for a variety of settings.
3. Quality Fabric: Made from luxurious cotton for durability and comfort.
4. Convenient Design: Features an envelope-style closure for easy access and a polished look.
5. Easy Care: Simply hand or machine wash in cold water at temperatures below 30°C to keep it looking fresh and vibrant.
6. Unique Patterns: The position of the stripes may vary depending on the size, adding a unique touch to each cover.
Care Instructions: For the best results, machine wash in cold water (<30°C) and avoid bleach.

Transform your space with our exquisite handmade cushion cover, where quality meets artistry, and make a statement in your home today! | Color: Beige | Eco Friendly | Sustainable | Handcrafted | Made in India,Colour Base – Off white,Extra weft – Black and Off- white,Base fabric (front and back) – Organic Cotton.,Colour Base – Off white Extra weft – Black and Off- white Base fabric (front and back) – Organic Cotton. Handwoven Organic Cotton cover with cotton laces on edges and beautiful tassels for the embellishments.
This is a handwoven fabric that is made on handlooms. It is Organic cotton also known as Kala Cotton.",,,,,https://www.vanchai.in/product-page/stripped-organic-cotton-cushion-cover-12-x-18,,1999.0,DECORATIVE_PILLOW_COVER,,
MN0036,"Stripped Design Black and Off-White Organic Cotton Square Cushion Cover (Organic Cotton (16"" x 16""), 1)",,"Discover the Charm of Handmade Materials: Handspun Cotton

Elevate your living space with our beautifully designed striped cushion cover, which seamlessly blends rustic charm with modern elegance. Crafted from premium, pre-washed, and softened cotton, our pillowcases are not only perfect for your bedroom but also make stunning decorative accents for your living room. Each piece is lovingly handmade in India by skilled artisans who pour their heart and soul into every stitch.

1. Artisan-Made: Each cushion cover is handspun and handwoven by talented Indian artisans.
2. Perfect Size: We have different cushion cover, offering versatility for a variety of settings.
3. Quality Fabric: Made from luxurious cotton for durability and comfort.
4. Convenient Design: Features an envelope-style closure for easy access and a polished look.
5. Easy Care: Simply hand or machine wash in cold water at temperatures below 30°C to keep it looking fresh and vibrant.
6. Unique Patterns: The position of the stripes may vary depending on the size, adding a unique touch to each cover.
Care Instructions: For the best results, machine wash in cold water (<30°C) and avoid bleach.

Transform your space with our exquisite handmade cushion cover, where quality meets artistry, and make a statement in your home today! | Color: Beige | Eco Friendly | Sustainable | Handcrafted | Made in India,Colour Base – Off white,Extra weft – Black and Off- white,Base fabric (front and back) – Organic Cotton.,Colour Base – Off white Extra weft – Black and Off- white Base fabric (front and back) – Organic Cotton. Handwoven Organic Cotton cover with cotton laces on edges and beautiful tassels for the embellishments.
This is a handwoven fabric that is made on handlooms. It is Organic cotton also known as Kala Cotton.",,,,,https://www.vanchai.in/product-page/stripped-organic-cotton-cushion-cover-14-x-14,,1999.0,DECORATIVE_PILLOW_COVER,,
MN0037,"Stripped Design Black and Off-White Organic Cotton Square Cushion Cover (Organic Cotton (14"" x 35""), 1)",,"Discover the Charm of Handmade Materials: Handspun Cotton

Elevate your living space with our beautifully designed striped cushion cover, which seamlessly blends rustic charm with modern elegance. Crafted from premium, pre-washed, and softened cotton, our pillowcases are not only perfect for your bedroom but also make stunning decorative accents for your living room. Each piece is lovingly handmade in India by skilled artisans who pour their heart and soul into every stitch.

1. Artisan-Made: Each cushion cover is handspun and handwoven by talented Indian artisans.
2. Perfect Size: We have different cushion cover, offering versatility for a variety of settings.
3. Quality Fabric: Made from luxurious cotton for durability and comfort.
4. Convenient Design: Features an envelope-style closure for easy access and a polished look.
5. Easy Care: Simply hand or machine wash in cold water at temperatures below 30°C to keep it looking fresh and vibrant.
6. Unique Patterns: The position of the stripes may vary depending on the size, adding a unique touch to each cover.
Care Instructions: For the best results, machine wash in cold water (<30°C) and avoid bleach.

Transform your space with our exquisite handmade cushion cover, where quality meets artistry, and make a statement in your home today! | Color: Beige | Eco Friendly | Sustainable | Handcrafted | Made in India,Colour Base – Off white,Extra weft – Black and Off- white,Base fabric (front and back) – Organic Cotton.,Colour Base – Off white Extra weft – Black and Off- white Base fabric (front and back) – Organic Cotton. Handwoven Organic Cotton cover with cotton laces on edges and beautiful tassels for the embellishments.
This is a handwoven fabric that is made on handlooms. It is Organic cotton also known as Kala Cotton.",,,,,https://www.vanchai.in/product-page/stripped-organic-cotton-cushion-cover-14-x-35,,1999.0,DECORATIVE_PILLOW_COVER,,
MN0051,"Vanchai Striped Handspun Handwoven Cotton Cushion Cover (1, Stripped Blue, 18""X18"")",,"Handmade Materials: Handspun Cotton Transform your space with our beautifully crafted striped cushion cover, which effortlessly blends rustic charm with modern elegance. Made from premium, high-quality cotton that has been pre-washed and softened, these pillowcases are perfect for adding a touch of style to both your bedroom and living room decor. Every piece is lovingly handmade in India by skilled artisans who pour their heart and soul into each detail. 1. Artisan-Crafted: Handspun and handwoven by talented Indian artisans. 2. Perfect Size: Available in a size of 18X18 inches. 3. Quality Fabric: Made from 100% cotton for a soft, inviting feel. 4. Convenient Design: Features an envelope-style closure for easy use. 5. Easy Care: Simply hand or machine wash in cold water (under 30°C) to maintain its beauty. 6. Unique Stripes: The striking stripe pattern varies by size, adding a distinctive touch to your decor. Care Instructions: Machine wash in cold water (below 30°C). Avoid bleach to preserve its vibrant appearance. Elevate your home with this exquisite cushion cover—crafted with love, designed to impress! | Color: Stripped Blue | Handspun Cotton Cushion,,,,",,,,,https://www.vanchai.in/product-page/striped-handspun-handwoven-cotton-cushion-cover,,1999.0,DECORATIVE_PILLOW_COVER,,
MN0052,"Vanchai Striped Handspun Handwoven Cotton Cushion Cover (1, Stripped Aqua Blue, 18""X18"")",,"Handmade Materials: Handspun Cotton Transform your space with our beautifully crafted striped cushion cover, which effortlessly blends rustic charm with modern elegance. Made from premium, high-quality cotton that has been pre-washed and softened, these pillowcases are perfect for adding a touch of style to both your bedroom and living room decor. Every piece is lovingly handmade in India by skilled artisans who pour their heart and soul into each detail. 1. Artisan-Crafted: Handspun and handwoven by talented Indian artisans. 2. Perfect Size: Available in a size of 18X18 inches. 3. Quality Fabric: Made from 100% cotton for a soft, inviting feel. 4. Convenient Design: Features an envelope-style closure for easy use. 5. Easy Care: Simply hand or machine wash in cold water (under 30°C) to maintain its beauty. 6. Unique Stripes: The striking stripe pattern varies by size, adding a distinctive touch to your decor. Care Instructions: Machine wash in cold water (below 30°C). Avoid bleach to preserve its vibrant appearance. Elevate your home with this exquisite cushion cover—crafted with love, designed to impress! | Color: Stripped Aqua Blue | Handspun Cotton Cushion,,,,",,,,,https://www.vanchai.in/product-page/striped-red-handspun-handwoven-cotton-cushion-cover,,1999.0,DECORATIVE_PILLOW_COVER,,
MN0053,"Striped Handspun Handwoven Cotton Cushion Cover (1, Off White and Red, 14""X35"")",,"Handmade Materials: Handspun Cotton Transform your space with our beautifully crafted striped cushion cover, which effortlessly blends rustic charm with modern elegance. Made from premium, high-quality cotton that has been pre-washed and softened, these pillowcases are perfect for adding a touch of style to both your bedroom and living room decor. Every piece is lovingly handmade in India by skilled artisans who pour their heart and soul into each detail. 1. Artisan-Crafted: Handspun and handwoven by talented Indian artisans. 2. Perfect Size: Available in a size of 18X18 inches. 3. Quality Fabric: Made from 100% cotton for a soft, inviting feel. 4. Convenient Design: Features an envelope-style closure for easy use. 5. Easy Care: Simply hand or machine wash in cold water (under 30°C) to maintain its beauty. 6. Unique Stripes: The striking stripe pattern varies by size, adding a distinctive touch to your decor. Care Instructions: Machine wash in cold water (below 30°C). Avoid bleach to preserve its vibrant appearance. Elevate your home with this exquisite cushion cover—crafted with love, designed to impress! | Color: Off White and Red Stripped | Handspun Cotton Cushion,,,,",,,,,https://www.vanchai.in/product-page/rustis-yellow-handspun-handwoven-cotton-lumbar-cushion-cover-14-x28,,1999.0,DECORATIVE_PILLOW_COVER,,
MN0054,"Vanchai Striped Handspun Handwoven Cotton Cushion Cover (1, Off White and Blue, 18""X18"")",,"Handmade Materials: Handspun Cotton Transform your space with our beautifully crafted striped cushion cover, which effortlessly blends rustic charm with modern elegance. Made from premium, high-quality cotton that has been pre-washed and softened, these pillowcases are perfect for adding a touch of style to both your bedroom and living room decor. Every piece is lovingly handmade in India by skilled artisans who pour their heart and soul into each detail. 1. Artisan-Crafted: Handspun and handwoven by talented Indian artisans. 2. Perfect Size: Available in a size of 18X18 inches. 3. Quality Fabric: Made from 100% cotton for a soft, inviting feel. 4. Convenient Design: Features an envelope-style closure for easy use. 5. Easy Care: Simply hand or machine wash in cold water (under 30°C) to maintain its beauty. 6. Unique Stripes: The striking stripe pattern varies by size, adding a distinctive touch to your decor. Care Instructions: Machine wash in cold water (below 30°C). Avoid bleach to preserve its vibrant appearance. Elevate your home with this exquisite cushion cover—crafted with love, designed to impress! | Color: Off White And Blue | Handspun Cotton Cushion,1. Artisan-Crafted: Handspun and handwoven by talented Indian artisans.,2. Perfect Size: Available in different sizes.,3. Quality Fabric: Made from 100% cotton for an inviting feel.,1. Artisan-Crafted: Handspun and handwoven by talented Indian artisans. 2. Perfect Size: Available in different sizes. 3. Quality Fabric: Made from 100% cotton for an inviting feel. 4. Convenient Design: Features an envelope-style closure for easy use.",,,,,https://www.vanchai.in/product-page/striped-aqua-handspun-handwoven-cotton-cushion-cover,,1999.0,DECORATIVE_PILLOW_COVER,,
MN0055,"Striped Handspun Handwoven Cotton Cushion Cover (1, Off White and Red, 14""X24"")",,"Handmade Materials: Handspun Cotton Transform your space with our beautifully crafted striped cushion cover, which effortlessly blends rustic charm with modern elegance. Made from premium, high-quality cotton that has been pre-washed and softened, these pillowcases are perfect for adding a touch of style to both your bedroom and living room decor. Every piece is lovingly handmade in India by skilled artisans who pour their heart and soul into each detail. 1. Artisan-Crafted: Handspun and handwoven by talented Indian artisans. 2. Perfect Size: Available in a size of 18X18 inches. 3. Quality Fabric: Made from 100% cotton for a soft, inviting feel. 4. Convenient Design: Features an envelope-style closure for easy use. 5. Easy Care: Simply hand or machine wash in cold water (under 30°C) to maintain its beauty. 6. Unique Stripes: The striking stripe pattern varies by size, adding a distinctive touch to your decor. Care Instructions: Machine wash in cold water (below 30°C). Avoid bleach to preserve its vibrant appearance. Elevate your home with this exquisite cushion cover—crafted with love, designed to impress! | Color: Stripped Off White and Red | Handspun Cotton Cushion,,,,",,,,,https://www.vanchai.in/product-page/rustis-blue-handspun-handwoven-cotton-lumbar-cushion-cover-14-x28,,1999.0,DECORATIVE_PILLOW_COVER,,
